Input URL,Title,Link,Published,Description,Source
https://webmd.com,Starting School With Food Allergies,https://blogs.webmd.com/food-allergies/20250313/starting-school-with-food-allergies,"Thu, 13 Mar 2025 00:00:00 GMT","One of the top questions I am asked repeatedly is how to safely send a child with food allergies to school, particularly those first years of preschool and kindergarten. My boys are now in middle school, and in hindsight, I can tell you with certainty that those early school years were the hardest to manage.

At that age, children are still putting everything in their mouths. Kids are really too young to fully understand their food allergies or advocate for themselves. And the mess! It is age-appropriate for youngsters to eat and play while leaving a path of destruction behind them. This is all fine, unless, of course, the mess includes your child’s food allergen.

Thankfully, I’m far on the other side now. That said, I still clearly remember my fear, stress, and worry during those years. A big part of the problem was that I didn’t know what to request of the school in order to make the classroom as safe as possible for my boys. How could I, as a first-time preschool parent and first-time food allergy parent? However, I have learned so many important lessons. I’m happy to share my top three tips with you about how to safely get your child with food allergies through the first school years.",webmd
https://webmd.com,"Project 528, Part 1: How We Hear the Words “You Have Breast Cancer”",https://blogs.webmd.com/breast-cancer/20250312/project-528-part-one-how-we-hear-the-words-you-have-breast-cancer,"Wed, 12 Mar 2025 00:00:00 GMT","One of my favorite perks of working in the breast cancer space is staying in the loop about all the amazing things happening in the world of advocacy. I absorb a lot of this information in my role at Young Survival Coalition (YSC) and by attending conferences like the San Antonio Breast Cancer Symposium (SABCS). One particularly exciting development at SABCS this past December was the “First Look” report of Project 528. I must admit, I’m biased – not only did I participate in the survey, but I also played a small role in bringing it to the world.

Project 528 – named for the estimated 528,018 young adults living with breast cancer – is the first global needs assessment of young women diagnosed with breast cancer, their caregivers, and the health care providers who support them. I’ve read the report three times now, and each time, a different statistic jumps out at me. This comprehensive survey covered topics such as demographics, diagnosis history, breast cancer education, supportive services, quality of life, financial impact, mental health, and access to clinical trials. I could (and will!) write multiple blog posts on various aspects of the survey, but for now, let’s start at the beginning – a breast cancer diagnosis.",webmd
https://webmd.com,Feeling Into My Fifties: Befriending Depression at Midlife,https://blogs.webmd.com/depression/20250312/feeling-into-my-fifties-befriending-depression-at-midlife,"Wed, 12 Mar 2025 00:00:00 GMT","Everything is beautiful and I am so sad.

This is how the heart makes a duet of wonder and grief.

– Mark Nepo

As I step into my 50th year, I’m focused on integrating the woman I used to be with the woman I’m becoming. The friction of being and becoming as I engage with the world as a wife, daughter, sister, coach, co-worker, and friend chafes me daily. I’m rubbed raw inside by trying to keep it all neatly laced together.

Much of my inner work of these last years has been an unlearning of these dutiful roles and an embracing of an emerging self who is breaking free from the limitations and expectations of showing up in a prescribed way. The mutation of these identities is as painful as my newfound freedom is blissful. Healing old pain has opened me to new pain. And new joy.

Sometimes I’m breaking new trails with confidence. And in many instances, I’m utterly lost as to how to lean into this journey with integrity, let alone grace. So many naturally encrusted aspects of an outmoded self have chipped away. The raw newness is an almost daily shock of meeting myself for the first time: as a well person, a balanced, sober person, and contented person. A healed person, a person with boundaries and self-respect. And also a person who has struggled alone with her pain for a lifetime.",webmd
https://news-medical.net,BIOVECTRA is honored with 2025 CDMO Leadership Award for biologics,https://news-medical.net/news/20250313/BIOVECTRA-is-honored-with-2025-CDMO-Leadership-Award-for-biologics.aspx,"Thu, 13 Mar 2025 00:00:00 GMT","BIOVECTRA, a part of Agilent Technologies Inc., is a leading North American CDMO specializing in biologics, mRNA therapeutics, and complex chemistry, proudly announces it is the recipient of the 2025 Outsourced Pharma CDMO Leadership Award in the category of biologics. The award recognizes BIOVECTRA’s performance in key areas such as quality, reliability, and technical capability.

“We are thrilled to introduce our 2025 CDMO Leadership Awards winners to the outsourcing community and honored to offer such an important tool for drug sponsors in selecting their best-fit partner to help bring life-saving therapies to market,” said Louis Garguilo, chief editor at Outsourced Pharma. “The new categories and enhanced scoring methodology that went into this year’s appraisal bring an improved experience for drug sponsors using the resource as well as an ever-so-coveted distinction for the CDMOs. The unveiling of the award champions during our celebration in March will be an exciting new addition to the festivities.”

For the last fourteen years, the CDMO Leadership Awards have recognized top-performing contract development and manufacturing organizations based on industry research and sponsor feedback and offers drug developers insight into highly rated outsourcing partners.

This award is a testament to BIOVECTRA / Agilent’s deep commitment to a client-first approach rooted in scientific excellence and manufacturing solutions,” Brian Carothers, Vice President and General Manager, Advanced Manufacturing Partnerships Division, Agilent Technologies

“We are honored that our team’s dedication to advancing biologics manufacturing and setting new standards is being recognized among industry leaders. From process development through to commercial-scale production, we remain focused on delivering high-quality biomanufacturing solutions that support accelerating our clients’ path to market.""

BIOVECTRA will celebrate this achievement alongside fellow award recipients at the CDMO Leadership Awards ceremony in New York City on March 19, 2025.

BIOVECTRA supports clients across the biologics supply chain with advanced capabilities and expertise in microbial fermentation, protein purification, and single-use bioprocessing technologies. Its GMP-certified facilities provide clinical-to-commercial scale manufacturing, including aseptic fill finish capabilities for injectable therapies. The company’s investment in advanced biomanufacturing technologies and flexible production infrastructure enable drug sponsors to streamline development timelines while maintaining regulatory compliance.

",news-medical
https://news-medical.net,Study reveals how the brain tracks complex social interactions,https://news-medical.net/news/20250312/Study-reveals-how-the-brain-tracks-complex-social-interactions.aspx,"Wed, 12 Mar 2025 00:00:00 GMT","Our brains use basic 'building blocks' of information to keep track of how people interact, enabling us to navigate complex social interactions, finds a new study led by University College London (UCL) researchers.

For the study, published in Nature, the researchers scanned the brains of participants who were playing a simple game involving a teammate and two opponents, to see how their brains were able to keep track of information about the group of players.

The scientists found that rather than keeping track of the performance of each individual player, specific parts of the participants' brains would react to specific patterns of interaction, or 'building blocks' of information that could be combined to understand what was going on.

Humans are social creatures that are capable of keeping track of highly complex and fluid social dynamics, requiring a massive amount of brain power to remember not only individual people but also the various relationships between them. In order to keep up with a group social interaction in real time, our brains must be using heuristics – mental shortcuts that help people make decisions quickly – to compress and simplify the wealth of information involved, with a system that minimises complexity while still allowing flexibility and detail. In this research, we found that our brains appear to use a set of basic 'building blocks' that represent fundamental aspects of social interactions, enabling us to quickly figure out new and complex social situations."" Dr. Marco Wittmann, Lead Author, UCL Psychology & Language Sciences and Max Planck UCL Centre for Computational Psychiatry and Ageing Research

For the study, the team of scientists from UCL and the University of Oxford used functional magnetic resonance imaging (fMRI) to record the brain activity of 88 participants who were playing a simple game. While in the scanner, the study participants were given a series of information about how they, a partner, and their opponents were faring in a game, and needed to keep track of the information in order to answer a question comparing performances of different players.

Dr Wittmann explained: ""We were interested to see whether our brains would use an 'agent-centric' frame of reference where specific parts of the brain keep track of each player's performance, or a 'sequential' frame of reference tracking the information in the order it was received. We found that people actually do both, but our brains are able to simplify all of this information into bite-sized chunks.""

The scientists were able to pinpoint specific patterns of activity in the brain that represented a few specific 'building blocks', each representing a pattern of interaction between the players.

For example, one building block kept information about how well a participant and their partner were doing relative to the other team. A bigger difference in performance between the two teams corresponded to an increase in brain activity related to this building block. These specific patterns of activity were found in the prefrontal cortex, which is involved in decision-making and social behaviour.

The researchers say these fundamental building blocks appear to represent patterns of interaction that are common to many different situations.

Dr Wittmann said: ""As we develop social skills in life, our brains are likely learning specific interaction patterns that we come across again and again. These patterns may become hard-wired into our brains as building blocks that get assembled and recombined to construct our understanding of any social setting.""",news-medical
https://news-medical.net,Innovative gel prevents post-surgery adhesions in animal models,https://news-medical.net/news/20250312/Innovative-gel-prevents-post-surgery-adhesions-in-animal-models.aspx,"Wed, 12 Mar 2025 00:00:00 GMT","Surgical adhesions - common, sometimes life-threatening complications that arise after open or laparoscopic abdominal surgery - can be prevented in mice and pigs by a gel impregnated with a molecule that blocks a key signaling pathway in the formation of scar tissue.

The gel can be applied as a spray or a wash to the inside of the abdominal cavity immediately after surgery. Over a period of two weeks, the gel releases a small molecule, T-5224, that blocks the activation of adhesion-forming cells called fibroblasts without affecting normal wound healing.

A practical, simple way to prevent or reduce the formation of post-surgical abdominal adhesions in humans, which are currently unpreventable and largely untreatable, could save billions of dollars in health care costs each year and significantly reduce the incidences of chronic pain, infertility and bowel obstructions that arise when adhesions are severe, the researchers believe. Showing success in large animals such as pigs is a key step toward human clinical trials.

Adhesions happen primarily when you injure or interact with the bowel during surgery, whether the surgery is open or laparoscopic. This gel reduces the likelihood of adhesions without compromising the ability of the animal to heal after surgery. And, as a surgeon, I'm already used to washing out the surgical site at the end of the procedure, so this would be easy to incorporate into our normal workflow."" Michael Longaker, MD, professor of surgery

Longaker, the Deane P. and Louise Mitchell Professor in the School of Medicine, and assistant professor of surgery Daniel Delitto, MD, PhD, are the senior authors of the study, which was published March 12 in Science Translational Medicine. Former postdoctoral scholar and surgical resident Deshka Foster, MD, PhD, and postdoctoral scholar Jason Guo, PhD, are the lead authors of the research.

The problem with scar tissue

Abdominal adhesions form in the weeks after surgery as the body heals. Between 50% and 90% (depending upon the type and location of the surgery) of abdominal surgeries result in adhesions, characterized by excessive scar tissue that tethers organs and tissues to one another or to the abdominal wall.

Although many adhesions cause no symptoms, between 5% and 20% are severe, causing chronic pain, infertility and life-threatening bowel obstructions. There is no reliable method to prevent or treat them, and complications from abdominal adhesions are estimated to cost billions of health care dollars each year.

Longaker, Foster and their colleagues have been studying scar formation and adhesions for many years. In 2020 they identified the biological pathway responsible for adhesion formation in mice and humans and showed that inhibiting the activity of a protein called c-Jun - produced by fibroblasts in response to injury - substantially reduced the formation of adhesions in laboratory mice.

The inhibitory molecule, called T-5224, had been identified for its ability to modulate the excessive scarring and inflammation, and has been tested in clinical trials as a treatment for rheumatoid arthritis and in animal models of cancer metastasis and inflammation.

""We wanted to learn whether we could deliver this small molecule inhibitor directly to the abdominal cavity over a period of several days and, if so, whether it would impact adhesion formation,"" Longaker said.

The researchers collaborated with study co-author and associate professor of materials science and engineering Eric Appel, PhD, to design a biomaterial called a shear-thinning hydrogel that flows like a liquid under pressure - such as being forced through a syringe - but stabilizes when the force is removed. When the gel is impregnated with T-5224, it slowly releases the small molecule over 14 days.

When tested in mice and minipigs, the T-5224-impregnated gel significantly reduced the formation of adhesions - scored from 0 to 5 by the degree of contact between neighboring tissues - by nearly 300% in response to abdominal surgery compared with animals that received a saline wash of the surgical site or application of the gel without T-5224.

""The sustained release formulation of T-5224-hydrogel and the ability to easily apply it to the abdominal cavity are ideal qualities for a potential clinical therapy for adhesions,"" Foster said. ""We are eager to take the next steps to bring this approach into the clinic.""

""It's great to find a treatment to block adhesions,"" Longaker said. ""But more importantly, we saw no effect on wound healing. If we prevent adhesions, but the bowel falls apart or the abdominal opening doesn't close properly because of the treatment, it wouldn't be usable. Now we have enough data in a large animal model showing that this is a safe and effective treatment to talk about launching trials in people.""

The study was supported by the National Institutes of Health (grants 1F32CA239312-01, 1F32HL167318, 1R01GM116892, 1R01GM136659 and T32GM008412), the National Science Foundation, Stanford SPARK Program, the Damon Runyon Cancer Research Foundation, the John and Marva Warnock Faculty Scholar Award, the Emerson Collective/Goldman Sachs Foundation, Stanford's Child Health Research Institute, Stanford's Transplant and Tissue Engineering Center of Excellence, the Gunn/Olivier Fund, the California Institute for Regenerative Medicine, and the Wu Tsai Human Performance Alliance.

Longaker, Foster and other study co-authors are inventors on patents held by Stanford University covering the use of the inhibitor molecule in hydrogels to prevent adhesions. Appel is a cofounder, equity holder and advisor for Appel Sauce Studios LLC, which holds an exclusive license from Stanford University to a patent application describing the hydrogel materials reported in this work.",news-medical
https://news-medical.net,Impact of excessive alcohol consumption on digestive health,https://news-medical.net/news/20250312/Impact-of-excessive-alcohol-consumption-on-digestive-health.aspx,"Wed, 12 Mar 2025 00:00:00 GMT","Excessive alcohol consumption is a significant public health concern, responsible for approximately 6% of all deaths and contributing to 5.1% of the global disease burden. Alcohol use is a major risk factor for over 200 diseases, including liver cirrhosis, pancreatitis, and esophageal cancer, with a particularly high incidence of gastrointestinal diseases. More than 50% of alcohol-related deaths are caused by gastrointestinal diseases, highlighting the importance of understanding how ethanol affects the digestive system. This review aims to provide an overview of ethanol metabolism and the diseases caused by alcohol consumption, with a focus on the liver, gastrointestinal tract, pancreas, and gallbladder.

Liver

The liver plays a central role in ethanol metabolism, absorbing about 90% of ingested alcohol. Ethanol is metabolized to acetaldehyde via alcohol dehydrogenase (ADH), and acetaldehyde is further metabolized to acetate, which eventually leads to the production of carbon dioxide and water. Acetaldehyde, a highly toxic compound, can damage liver cells, causing conditions such as steatosis, steatohepatitis, alcoholic hepatitis, fibrosis, cirrhosis, and hepatocellular carcinoma (HCC). Chronic alcohol consumption accelerates liver damage, and risk factors like genetic polymorphisms and the type of alcohol consumed play important roles in disease progression. Females, in particular, are more susceptible to alcohol-induced liver damage due to differences in alcohol metabolism and body composition.

Gastrointestinal tract

The gastrointestinal tract is often the first to show damage from excessive alcohol consumption, which can cause both reversible and irreversible lesions. Alcohol can lead to stomatitis, periodontal disease, and alterations in the oral microbiota. In the esophagus, alcohol's toxic effects contribute to esophagitis, gastroesophageal reflux disease, and an increased risk of esophageal cancer, particularly when combined with smoking. Alcohol also affects gastric motility and mucosal integrity, contributing to conditions like gastritis, peptic ulcers, and eventually gastric cancer. Chronic alcohol use can impair intestinal barrier function, leading to ""leaky gut,"" dysbiosis, and nutrient malabsorption. These changes increase the risk of diarrhea and contribute to colorectal cancer development.

Pancreas

Alcohol misuse is a leading cause of pancreatitis. Acute pancreatitis (AP) and chronic pancreatitis are common consequences of alcohol consumption. In AP, excessive alcohol intake leads to inflammation and pancreatic tissue damage, while chronic pancreatitis involves persistent inflammation, fibrosis, and pancreatic insufficiency. The pathophysiology of alcohol-induced pancreatitis is multifactorial, involving both direct toxic effects on pancreatic cells and indirect effects through the activation of inflammatory and fibrotic pathways. Pancreatic cancer is also a severe consequence of long-term alcohol abuse, with alcohol serving as a cofactor in the disease's development, particularly when combined with smoking.

Gallbladder

Alcohol consumption is associated with an increased risk of gallstones and gallbladder disease. Alcohol can alter bile composition, contributing to the formation of gallstones, and chronic alcohol use can lead to gallbladder inflammation, resulting in conditions like cholecystitis. Additionally, alcohol abuse can exacerbate pre-existing gallbladder issues by increasing oxidative stress and promoting the secretion of inflammatory cytokines.

Gastrointestinal tumors

Alcohol is a significant risk factor for various gastrointestinal cancers, particularly those in the esophagus, stomach, and colon. Ethanol metabolism produces acetaldehyde, a potent carcinogen that can damage DNA, inhibit DNA repair, and shorten telomeres, contributing to carcinogenesis. Alcohol consumption, particularly in combination with smoking, significantly increases the risk of esophageal squamous cell carcinoma and gastric cancer. It is also associated with an elevated risk of colorectal cancer through mechanisms like DNA methylation induced by alcohol.

Discussion

Chronic alcohol consumption results in a broad spectrum of damage across the digestive system, from the oral cavity to the rectum. The severity of damage depends on factors such as the amount and frequency of alcohol intake, genetic predisposition, and the presence of other risk factors. The interaction of alcohol with other drugs, particularly in women, can further exacerbate its harmful effects. Acetaldehyde and endotoxemia triggered by alcohol intake play critical roles in liver damage, leading to conditions like cirrhosis and liver cancer. Early detection and management of alcohol-induced damage are essential to prevent progression to more severe conditions like pancreatitis, cirrhosis, and cancer.

Conclusions

Minimizing alcohol intake is crucial for digestive health. Social drinking, defined as up to one drink per day for women and two drinks per day for men, is considered the safest approach. Individuals with alcohol use disorder should seek professional support and management to reduce the risk of gastrointestinal damage. Immediate medical evaluation is recommended for patients who present with persistent digestive symptoms linked to excessive alcohol consumption.",news-medical
https://news-medical.net,Clinical trial tests herpes virus-based therapy for neurogenic bladder in people with spinal cord injury,https://news-medical.net/news/20250312/Clinical-trial-tests-herpes-virus-based-therapy-for-neurogenic-bladder-in-people-with-spinal-cord-injury.aspx,"Wed, 12 Mar 2025 00:00:00 GMT","A modified herpes virus that targets spinal cord nerve cells to treat neurogenic bladder in people with spinal cord injury is underway in a first-in-human clinical trial by UTHealth Houston at TIRR Memorial Hermann.

Neurogenic bladder, also called neurogenic lower urinary tract dysfunction, often occurs after a spinal cord injury. The spinal cord helps coordinate bladder storage and voiding. The neurogenic bladder that occurs after a spinal cord injury can lead to discoordination of normal bladder function, resulting in involuntary bladder muscle contractions which can cause overactive bladder symptoms like frequency, urgency, and incontinence, and can even lead to urinary tract infections and permanent kidney injury.

The therapy is a nonmultiplying gene therapy vector, or transporter, which is a modified form of the herpes virus. This vector carries the gene encoding the active part of botulinum toxin, which it will make in the spinal cord to block the sensory nerve signals that result in involuntary bladder contractions. The therapy is named EG110A by its developer EG 427, a biotechnology company.

They have modified the herpes virus, which affects nerves, so that it is not virulent and does not multiply, and are relying on its innate ability to travel along nerve cells and reside in the sensory cells by the spinal cord. Once the vector is in place, it will manufacture its medication. It will block the sensory signals in the spinal cord that cause reflexive bladder contractions. This is the science fiction stuff that I dreamed about as an undergrad."" Argyrios Stampas, MD, MS, lead investigator for the Houston site of the trial and associate professor, Department of Physical Medicine and Rehabilitation in McGovern Medical School, UTHealth Houston

Current treatment with BOTOX® for neurogenic bladder requires multiple injections, as many as 30, into the detrusor muscle of the bladder every six months. Preclinical study results showed that EG110A could last for several years.

""When people living with spinal cord injury are surveyed, bowel and bladder issues are their top priority,"" said Stampas, director of Spinal Cord Injury Medicine Research at TIRR Memorial Hermann. ""The opportunity to have one procedure that could relieve incontinence for years would be a huge improvement on their quality of life.""

The 52-week, Phase Ib/IIa clinical trial will enroll people from 18 to 75 years of age who are at least 12 months post-spinal cord injury. The trial includes a five-year safety follow-up period. Because it is a first-in-human study, an overnight hospital stay is required after the bladder injections. Visit-related expenses are reimbursed. The drug has received investigational new drug clearance from the U.S. Food and Drug Administration.

Houston is one of four sites across the country for the study. The others are Rancho Los Amigos National Rehabilitation Center in Los Angeles; University of Michigan Rogel Cancer Center in Ann Arbor, Michigan; and Sidney Kimmel Medical College in Philadelphia.",news-medical
https://news-medical.net,IgE antibodies show promise in targeting HER2 cancers resistant to other therapies,https://news-medical.net/news/20250312/IgE-antibodies-show-promise-in-targeting-HER2-cancers-resistant-to-other-therapies.aspx,"Wed, 12 Mar 2025 00:00:00 GMT","Antibody treatment which activates the patient's own immune system against cancer, known as immunotherapy, is increasingly being investigated as an alternative for chemotherapy and radiotherapy. This is because it specifically targets the cancer cells, which reduces the side effects seen with more conventional therapies.

Tumors, such as some breast and ovarian cancers, can express the marker HER2. HER2 is responsible for cancer growth and is the target of existing therapies, such as the most commonly used type of antibodies, IgG. However, this treatment is not always effective in some patients.

Now scientists have investigated a different antibody type, IgE, which activates the patient's immune system in different ways to IgG. As they act on different immune cells to IgG, IgE antibodies uniquely stimulate otherwise inactive immune cells in the 'microenvironment' surrounding the tumor to directly target the cancer cells.

In the study, led by Dr Heather Bax at King's College London, the team engineered IgE versions of existing IgG therapies, and tested their ability to activate immune cells against HER2-expressing cancer cells.

IgE was shown to direct immune cells against HER2-expressing cancer cells, and slowed tumor growth in mice. The tumors grown in mice are known to be resistant to conventional treatments, suggesting this new treatment could be an option for patients who don't respond to existing therapy.

Further investigation revealed that IgE antibodies stimulated and reprogrammed the 'immune microenvironment' around the tumors themselves – shifting from an immunosuppressive to an immunostimulatory response. This means the immune system was activated to target the cancer cells, and to overcome the actions of the tumor to suppress attack.

The study, published in Journal for ImmunoTherapy of Cancer (JITC), with funding from Breast Cancer Now, has shown the potential of IgE as a new therapy for HER2-expressing cancers, including those resistant to other treatments. The researchers believe that, with the right investment and development, this approach could be used in humans in as soon as 3-5 years.

Around 20% of breast and ovarian cancers express the marker, HER2. By generating anti-HER2 IgE antibodies equivalent to the clinically used IgGs, for the first time we demonstrate that IgEs harness unique mechanisms to reprogramme the immune microenvironment, switching immune cells to effectively target HER2-expressing cancers, including those resistant to existing therapies. Our findings indicate that IgE antibodies could offer a potential new therapy option for patients with HER2-expressing cancer."" Dr. Heather Bax, Senior Author, Postdoctoral Research Fellow in St. John's Institute of Dermatology, King's College London

Co-Author Professor Sophia Karagiannis, Professor of Translational Cancer Immunology and Immunotherapy, in St. John's Institute of Dermatology, at King's College London, added: ""By generating a panel of IgE antibodies and studying them in different tumor types, we consistently found that the human immune system reacts in the presence of IgE to restrict the growth of cancer.

""The findings of our latest study speak to the potential of applying IgE to stimulate effective responses against hard-to-treat solid tumors. This new class of drugs holds promise to benefit different patient groups and opens a new frontier in the battle against cancer.""

Dr Kotryna Temcinaite, head of research communications and engagement at Breast Cancer Now, who provided funding for the study, said: ""This exciting research could lead to much-needed new treatments for people with HER2 positive breast cancer whose cancers don't respond to existing therapies. Now we know that the treatment works in principle in mice, researchers can continue to develop this immunotherapy to make it suitable for people, as well as to understand the full effect it could have and who it may benefit the most.""",news-medical
https://news-medical.net,The Future of Hospital Care with Smart Bed Technology,https://news-medical.net/health/The-Future-of-Hospital-Care-Embracing-Smart-Bed-Technology.aspx,"Wed, 12 Mar 2025 08:57:00 GMT","Smart vs. traditional hospital beds

How is smart bed technology transforming patient care?

Challenges experienced by manufacturers

How can we enhance smart bed use in the future?

Smart hospital beds provide greater benefits beyond the place to rest for patients. These beds are equipped with a myriad of sensors and monitors that enable real-time monitoring of a patient’s vital signs, including heart rate, blood pressure, respiratory rate, body temperature, and movements.1

Therefore, sophisticated hospital beds not only enhance patients’ comfort but also provide invaluable information about their clinical condition to healthcare professionals, enabling them to deliver medical attention promptly.

Image Credit: Frame Stock Footage/Shutterstock.com

Smart vs. traditional hospital beds

Traditional hospital beds were designed to provide a place for patients to rest while they were being treated. Mostly, these beds are static, with limited or no available adjustments for patients' positioning or comfort. This lack of adaptability may not only cause discomfort but also lead to complications that could lead to prolonged hospital stays.2

Smart hospital beds are innovative beds integrated with advanced features and functionalities that provide significant comfort and safety for patients.3

The adjustable modes enable them to find the most comfortable position for sleeping, resting, or engaging in activities like watching television or reading. Certain smart beds are also equipped with built-in massage functions to relieve pain.

Automated electric beds, built in the 1990s, underwent continual improvements through applications of modern research and technologies, including Internet of Things (IoT) devices, sensors, ergonomics, pressure layers, and built-in scales.4

Smart beds are developed by integrating technology and communications, such as computer vision, artificial intelligence (AI) machine learning, deep learning methods, and the IoT for rapid and precise monitoring of patients.5

Unlike traditional hospital beds, smart beds transmit clinical data wirelessly to healthcare providers, enabling them to closely monitor patients and provide immediate attention if any abnormalities are detected.4

Smart beds exploit technologies, such as graphical interfaces and actuators, to provide a higher level of service, including real-time monitoring.

Besides real-time monitoring of clinical data through sensors and IoT, current smart hospital beds are equipped with alarm systems to alert supervisors in case of abnormal event detection in patients.6

Advanced smart beds are designed to automatically update the patient’s medical record with all the acquired data, including the number of times the patient has been repositioned or left their beds.

UK Biobank: The World’s Largest Health Database Explained

How is smart bed technology transforming patient care?

A combination of multiple technologies, including machine learning, a sensor network, a morphable tile-like surface, and computer support for data analysis, risk assessment, and alerts, has offered real-time monitoring of patient’s vital signs, including respiratory rate, heart rate, and blood pressure, which helps prevent adverse outcomes.

For example, an abnormal elevation in body temperature indicates the risks of sepsis; therefore, these patients would require immediate assessment and intervention.7 Similarly, continual cardiorespiratory rate monitoring is essential for patients admitted to the Intensive Care Unit (ICU) or those with sleep disorders to detect a life-threatening situation.

Smart beds equipped with a smart Fiber Bragg Grating (FGB) sensor system can automatically detect the behavior of bedridden patients and their vital signs.8 This system can effectively prevent patients from falling out of bed, bed soreness, and life-threatening situations (e.g., elevated heart rate).

Typically, the FGB interrogator is connected to a computer and an alarm system to alert medical professionals in case of abnormal clinical data.

A low-cost magnetic induction system has been designed to be placed underneath the bed mattress, which can detect a patient’s presence on the bed by monitoring his cardiorespiratory rate.

Ultra-wideband (UWB) sensors have been used for non-obtrusive sensing of vital parameters. These unobtrusive depth sensors have enabled remote monitoring of patient’s movement in their bed. This pressure-sensing architecture helps monitor the sleep quality of patients.8

Mapping pressure points on a patient’s body has also proved to be beneficial in determining whether a bed is occupied or not. This information is crucial in every care facility to detect whether a patient has fallen off the bed or tried to get out of it without assistance.

Deep learning and machine learning algorithms have also been applied to assess heartbeat signals generated by a 3D solid-state accelerometer embedded into a smart bed.9

Patients with medical conditions that limit their ability to change positions are at a high risk of developing bedding ulcers. The use of smart beds has reduced the incidence of pressure or bedding ulcers, which are skin injuries that occur due to prolonged pressure.1

Pressure sensors monitor and detect pressure over the entire patient’s body, modeling constructs pressure maps, and machine learning predicts the risks of developing pressure ulcers. This data helps medical staff to take prompt action to prevent pressure ulcers.

Challenges experienced by manufacturers

Stryker Corporation, Paramount Bed, Hill-Rom Holdings, Joerns Healthcare, Stiegelmeyer, Getinge Group, and Invacare Corporation are considered key players in the medical smart bed market.10

Despite the benefits, the limited adoption of smart beds and their restrictive market growth have been attributed to their high cost, regulatory hurdles, and data privacy concerns.

Furthermore, the majority of research has been conducted on prototypes rather than on real hospital beds, which limits the generalizability of the findings to actual clinical settings.8

Hospital-at-Home: Bridging Inpatient and Remote Care

How can we enhance smart bed use in the future?

It is important to overcome the challenges above to enhance the wide use of smart beds. This can be achieved by fostering collaborative efforts between institutions and countries, increasing funding, standardizing protocols, and providing regulatory support.

Increased funding can support large-scale real-life studies across diverse populations, which is essential to assess the efficacy of new smart bed designs. Since newer smart bed designs use advanced technologies like electronic health records (EHRs) and AI, it is imperative to build public trust regarding data protection measures.

An increase in awareness about the benefits of smart beds can further promote its broader implementation. Greater awareness about smart bed benefits could increase demand, which could boost the overall market size for medical smart beds in the coming years.

References

Ajami S, Khaleghi L. A review on equipped hospital beds with wireless sensor networks for reducing bedsores. J Res Med Sci. 2015;20(10):1007-15. doi: 10.4103/1735-1995.172797. Tak SH, et al. Nurses' Perceptions About Smart Beds in Hospitals. Comput Inform Nurs. 2023;41(6):394-401. doi: 10.1097/CIN.0000000000000949. Ghersi I, et al. Smart medical beds in patient-care environments of the twenty-first century: a state-of-art survey. BMC Med Inform Decis Mak, 2018;18, 63. https://doi.org/10.1186/s12911-018-0643-5 Nunes T, et al. Deployment and validation of a smart bed architecture for untethered patients with wireless biomonitoring stickers. Med Biol Eng Comput. 2024;62(12):3815-3840. doi: 10.1007/s11517-024-03155-3. Sarra, A, et al. Development of a Smart Hospital Bed Based on Deep Learning to Monitor Patient Conditions. JDR. 2023;2(2):25-36. DOI: 10.57197/JDR-2023-0017 Said AM, et al. Efficient Anomaly Detection for Smart Hospital IoT Systems. Sensors (Basel). 2021;21(4):1026. doi: 10.3390/s21041026. Kushimoto S, et al. The impact of body temperature abnormalities on the disease severity and outcome in patients with severe sepsis: an analysis from a multicenter, prospective survey of severe sepsis. Crit Care. 2013; 13;17(6):R271. doi: 10.1186/cc13106. E Karvounis, et al. Smart Beds and Bedding Surfaces for Personalized Patient Care: A Review. 2021 6th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM), Preveza, Greece. 2021; 1-8, doi: 10.1109/SEEDA-CECNSM53056.2021.9566276. Hoang ML, et al. Comparison of Machine Learning Algorithms for Heartbeat Detection Based on Accelerometric Signals Produced by a Smart Bed. Sensors (Basel). 2024 Mar 15;24(6):1900. doi: 10.3390/s24061900. Medical Smart Bed Market Insights, Market Players and Forecast Till 2030. 2023; Available at: https://www.linkedin.com/pulse/medical-smart-bed-market-insights-players-forecast-till-osghe/

Further Reading",news-medical
