"Input URL","Title","Link","Published","Description","Source","Category"
"https://news.google.com/rss/search?q=world+news+site:cnn.com","Police combing ‘vast' area of Portugal's Algarve in Madeleine McCann case","https://www.cnn.com/2025/06/02/europe/madeleine-mccann-new-search-intl-latam","Tue, 03 Jun 2025 14:58:00 GMT","

Follow:


            Portuguese and German police on Tuesday launched joint searches of a “vast” area in Portugal's southern Algarve region for new evidence related to the 2007 disappearance of three-year-old British child Madeleine McCann.
    


            Portugal's investigative Judicial Police (PJ) had said on Monday they would execute search warrants between June 2 and 6 at the behest of the public prosecutor's office in Germany's Braunschweig, which in 2022 formally identified German national Christian Brueckner as an official suspect in the case.
    


            A source involved in the search operation said the targeted area was “vast” with police using ground-penetrating radar across several hectares. Portuguese officers were following instructions from German police under a European Investigation Order.
    


            The scale of the searches could be the most extensive since the initial investigation was closed in 2008.
    


            Fresh but relatively focused searches were ordered by Portuguese, British and German police of scrubland, wells and reservoirs in 2014, 2020 and 2023. None of these searches were confirmed to have yielded significant evidence.
    


            Reuters footage showed uniformed PJ officers on a cordon on a dirt road in Atalaia - a neighborhood of Lagos municipality - waving through unmarked vans and cars with German license plates from the city of Wiesbaden, where the Federal Criminal Police Office (BKA) has its headquarters.
    


Related video
Madeleine McCann: A look back at one of the most recognizable missing person cases in history



            The BKA is assisting Portuguese law enforcement with “criminal procedural measures,” Braunschweig prosecutors told Reuters, declining to provide further details.
    


            The occupants of one of the German vehicles wore bucket hats, clothing with camouflage patterns and covered their faces with bandanas.
    


            A van belonging to Portugal's Maritime Police also arrived. That force has jurisdiction over coastal areas and took part in previous searches of beaches, wells and reservoirs using specialist divers.
    


            The road the police cordoned off is located close to a golf course and less than 1 km (0.6 miles) from the beach. The search area was close to a property that Brueckner lived in, a neighbor told Reuters in 2020, though when was unclear.
    


            Madeleine went missing on May 3, 2007, while on holiday with her family in the Algarve town of Praia da Luz, sparking a frenzied search and gaining the attention of the world's media. She has never been found.
    


            German police said in June 2020 that Madeleine was assumed dead and Brueckner, in his 40s, was probably responsible. He has denied responsibility.
    


            Brueckner, a convicted child abuser and drug dealer, is behind bars in Germany for raping a 72-year-old woman in the same area of the Algarve. His sentence runs until September, meaning he is set for release unless prosecutors find enough evidence to charge him over Madeleine's disappearance.
    


            On Jan. 17 Sky News quoted the German prosecutor investigating Madeleine's disappearance as saying there was currently no prospect of charges being brought against Brueckner.
    

© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.","{'href': 'https://www.cnn.com', 'title': 'CNN'}","world"
"https://news.google.com/rss/search?q=world+news+site:cnn.com","How protests over designer handbags threw Mongolia into political crisis and sparked a prime minister's resignation","https://www.cnn.com/2025/06/02/asia/mongolia-political-crisis-protests-intl-hnk","Tue, 03 Jun 2025 04:55:00 GMT","

Follow:


            Mongolia has been thrown into fresh political crisis with the country's prime minister announcing his resignation following weeks of protests sparked by his family's lavish displays of wealth.
    


            Young Mongolians had taken to the streets of the capital putting pressure on Prime Minister Oyun-Erdene Luvsannamsrai, who lost a vote of confidence in his government on Monday, before stepping down, according to international news agencies.
    


            Democratic Mongolia is a landlocked nation of just 3.5 million people sandwiched between authoritarian giants China and Russia, and the latest political crisis has put renewed scrutiny on the stability of the country's democracy.
    


            Here's what to know:
    


            The protests were triggered by social media posts that went viral showing the prime minister's 23-year-old son's lavish engagement proposal and their apparent extravagant lifestyle including helicopter-rides, an expensive ring, designer handbags and a luxury car.
    


            Suspicion grew over how the son accumulated such wealth – especially as Prime Minister Oyun-Erdene campaigned on being from a rural, not wealthy family.
    


            “With no visible sources of income, their display of luxury bags, private travel, and high-end living was a blatant slap in the face to the average Mongolian citizen,” said Amina, 28, a member of protest group Ogtsroh Amarhan (Resigning is Easy).
    


            Amina, who wanted to go by one name for security reasons, said the protests go beyond the social media posts flaunting wealth, which she said were symptomatic of a widening disconnect between the ruling elite and everyday people.
    


            Deepening the anger is the rising cost of living, soaring inflation in the wake of Russia's war in Ukraine, and choking pollution in the capital that's home to half the population.
    


            “The cost of living in Mongolia has skyrocketed — many people are paying nearly half of their monthly income in taxes while barely making enough to cover food, rent, or utilities. Most are not living paycheck to paycheck anymore — they're living loan to loan, debt to debt,” she said.
    


            Protesters have gathered in the capital Ulaanbaatar's central Sükhbaatar Square, in front of the Government Palace, almost daily for two weeks, calling for Oyun-Erdene to release his finances and resign.
    


            The Prime Minister's office called the allegations of financial impropriety “completely unfounded.”
    


            “The prime minister makes regular financial declarations annually in line with Mongolian law,” the office said in a statement to CNN.
    


            For decades, Mongolia has struggled with endemic graft and protests often break out over allegations that corrupt officials and business leaders were enriching themselves with public funds.
    


            Mass protests erupted in 2022 over a corruption scandal involving the alleged embezzlement of billions of dollars' worth of coal destined for China.
    


            Though analysts say there is no evidence of corruption by Oyun-Erdene, his son's social media posts deepened the frustration of a public long wary of their elected officials misusing public resources.
    


            “I want a fair society where ordinary people have a voice, and where government officials are held accountable. Seeing so much inequality, injustice, and arrogance from those in power pushed me to speak up,” said Ariunzaya Khajidmaa, 23, a resident of Ulaanbaatar who joined the protests with her 2-month-old baby.
    


            Part of public frustration is that even when corruption cases are prosecuted, they are slow to work their way through the judicial system, leading some to question the independence of the judiciary.
    


            The 2024 Freedom House index said “corruption and political influence in the daily work of judges remain concerns.”
    


            “If you look at the corruption index, it has gone down. And one explanation is that, even though the Prime Minister has exposed a lot of the corruption cases, nothing has been done. So now everybody's looking at the judiciary,” said Bolor Lkhaajav, a Mongolian political analyst and commentator.
    


            The Prime Minister had tried to save his coalition government and parliament, called the State Great Khural, held a vote of confidence on Monday.
    


            Oyun-Erdene failed to secure enough votes and a parliamentary statement later announced in a statement that he had resigned, Reuters and the Associated Press reported. Chinese state media also reported the Prime Minister had resigned.
    


            Oyun-Erdene and his son have submitted themselves to Mongolia's anti-corruption agency and the prime minister said he would resign if the investigation uncovered any irregularities.
    


            CNN has reached out to the prime minister's office for comment.
    


            The protests are just “the tip of the iceberg,” said Jargalsaikhan Dambadarjaa, a Mongolian broadcaster and political commentator, who pointed to some of the major economic shifts in the country.
    


            Oyun-Erdene, who was re-elected to a second term in 2024, had promised to diversify the country's economy, which is dependent on the mining industry accounting for about a quarter of GDP.
    


            Mongolia has huge deposits of coal, copper, gold and phosphorite, and about 90% of Mongolia's coal exports go to China.
    


            Oyun-Erdene's coalition government last year announced 14 new mega projects to boost economic growth, including cross-border railway connections and a major expansion of renewable energy.
    


            And one of Oyun-Erdene's signature policy centerpieces was establishing a national wealth fund, which the government said aimed to redistribute the country's assets to the people.
    


            The Sovereign Wealth Fund law, approved by parliament in April, allows the government to take a 34% stake in mines considered to have strategic mineral deposits, meaning they are vital for the country's economy and development.
    


            There are currently 16 such sites and the profits will go into the fund, with portions allocated to benefitting Mongolian people including through financial assistance, healthcare, education, and housing, according to public broadcaster Montsame.
    


            The move has not sat well with the country's wealthy and powerful mining elite.
    


            “These people, they are now at the edge of losing their power - huge money - which created huge inequality in the country. So they are fighting to the death against this government,” said Jargalsaikhan.
    


            Mongolia has been a parliamentary democracy since its democratic revolution in 1991. But the years since have seen multiple governments toppled, or leaders shuffled.
    


            This instability has led some Mongolians to believe the powers of President Khurelsukh Ukhnaa, who is head of state, should be extended. Currently, the president can only serve one six-year term.
    


            “In this mosaic, those who are supporting presidential power argue that, look at Russia and China, they are one-man presidential powers and they are very stable. They say, we tried this parliamentarian system and it looks like it doesn't work. That's their idea,” Jargalsaikhan said.
    


            Khurelsukh has repeatedly said he does not want to change Mongolia's parliamentary democracy. However, some believe amending the constitution to extend presidential term limits is on the table.
    


            “It's a very crucial time, a very delicate time, and it's another test to our democracy,” said Jargalsaikhan. “Freedom comes only with the parliamentary system… If we don't do that, we will be another failed economy, a failed nation.”
    


            In a statement, the prime minister's office said, “there has been a deliberate attempt to undermine” the reforms of the coalition government by a “hostile campaign” that would “turn Mongolia away from a parliamentary democracy and return power and wealth to a small group driven by self-interest.”
    


            Analysts say Mongolia needs to show it can have stable governance so it can attract broader foreign investment and reduce its economic dependence on China and Russia.
    


            Khurelsukh last year welcomed Russian President Vladimir Putin for an official visit to Mongolia, a trip condemened by Ukraine. The visit was Putin's first to a member country of the International Criminal Court which had issued an arrest warrant for Putin on charges on war crimes.
    


            “A lot of the governments that are looking at Mongolia as an oasis of democracy between Russia and China, so they want to trust us, but at the same time, you have to show some accountability and stability for other governments to say, okay, Mongolia is getting better,” said Bolor.
    


            Those on the streets say they are tired of political games and want to see tangible improvements to their daily lives.
    


            “We want stronger anti-corruption measures, public officials who are held to ethical standards, and a system that ensures no one is above the law,” said Ariunzaya.
    


            “It's time for the government to listen to its citizens and take meaningful, lasting action—not just offer words.”
    


  CNN's Alysha Bibi contributed reporting.


© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.","{'href': 'https://www.cnn.com', 'title': 'CNN'}","world"
"https://news.google.com/rss/search?q=world+news+site:cnn.com","Dutch government collapses as Wilders' far-right party leaves coalition","https://edition.cnn.com/2025/06/03/europe/netherlands-government-collapse-geert-wilders-intl","Tue, 03 Jun 2025 09:49:00 GMT","

Follow:


            The far-right Party for Freedom (PVV) is leaving the Netherlands' government over its policy for asylum-seekers, its leader Geert Wilders said on Tuesday, toppling the governing coalition.
    


            “I signed up for the strictest asylum policy, not for the downfall of the Netherlands,” Wilders told reporters Tuesday morning. “And our responsibility for this cabinet therefore ends here.”
    


            Wilders' decision to withdraw support for the most right-leaning government in Dutch history has plunged the country's politics into chaos. It leaves the government, led by Prime Minister Dick Schoof, with just 51 out of 150 seats in parliament.
    


            Prime Minister Dick Schoof called the decision “unnecessary and irresponsible.” But speaking with reporters after a Tuesday afternoon cabinet meeting, he offered few details on his conversations with Wilders.
    


            He said that without the PVV's support, it was impossible for the government to carry on, and that he would remain in office leading a caretaker government until a new coalition takes over.
    


            Opposition leaders have called for immediate elections.
    


            Polls suggest that, were elections to be held today, the PVV would lose seats but remain the largest party, just ahead of the center-right People's Party for Freedom and Democracy.
    


            But that's no guarantee that it would be able to enter a new government. Dutch politics features a constellation of parties, none of which has ever been able to command a majority of Dutch votes. Polls suggest that both center-right and center-left parties would gain from new elections.
    


            Wilders' PVV was the clear winner of a November 2023 election. But a coalition accord struck after months of haggling dictated that, while his party would join the government, he would remain on the sidelines, in parliament.
    


            Wilders has a long history of anti-Islam and anti-immigrant rhetoric, He was convicted of discrimination after insulting Moroccan immigrants at a 2014 campaign rally, and his party calls for “no Islamic schools, Qurans, and mosques.”
    


            Wilders last week held a rare, formal press conference to present the government with an ultimatum for hardening the country's asylum policy – despite the fact that the minister for asylum and migration is a member of his own party.
    


            “The PVV promised voters the strictest asylum policy ever, aiming to make it the strictest in all of Europe,” Wilders said Tuesday. “We proposed a plan to close the borders to asylum seekers, to stop them, to send them away. To stop building asylum-seeker centers, to close them.”
    


            But the coalition, he said, refused his proposals.
    


            “I could do nothing other than say that we are now withdrawing our support for this cabinet.”
    

© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.","{'href': 'https://edition.cnn.com', 'title': 'CNN'}","world"
"https://news.google.com/rss/search?q=world+news+site:reuters.com","Zelenskiy aides visit US as Ukraine strikes Russian-held territory","https://www.reuters.com/world/europe/zelenskiy-aides-visit-us-ukraine-strikes-russian-held-territory-2025-06-03/","Tue, 03 Jun 2025 12:43:25 GMT","

 Sign up  here.

Writing by Timothy Heritage
Editing by Gareth Jones

Our Standards: The Thomson Reuters Trust Principles., opens new tab

Thomson Reuters

Reports on the Western Balkans and Ukraine. Previously worked with the Balkan Investigative Reporting Network as editor-trainer.  While serving as a correspondent for the Associated Press covered the war in Kosovo in 1998-1999, the 1999 NATO bombing of Serbia and Montenegro, insurgencies in North Macedonia and the Presevo Valley, Iraq, Afghanistan, and the 2004 Orange Revolution in Ukraine. During the 1990s worked as an editor and correspondent at-large for Belgrade's Radio B92 covering wars in Croatia and Bosnia and peace processes between Israel and the Palestinian territories and in Northern Ireland. Awarded with APME Deadline Reporting Award in 2004 for the capture of Saddam.  

Ecuador's national assembly legislature on Tuesday backed a constitutional reform that would allow the installation of foreign military bases in the South American country, part of plans by President Daniel Noboa to increase cooperation to fight drug trafficking.

Reuters, the news and media division of Thomson Reuters, is the world's largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers.

Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile.

 Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts.

Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.

All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.

© 2025 Reuters. All rights reserved","{'href': 'https://www.reuters.com', 'title': 'Reuters'}","world"
"https://news.google.com/rss/search?q=world+news+site:reuters.com","South Korea's liberal Lee Jae-myung projected to win presidential election, JTBC says","https://www.reuters.com/world/asia-pacific/south-koreas-liberal-lee-jae-myung-projected-win-presidential-election-jtbc-says-2025-06-03/","Tue, 03 Jun 2025 11:11:36 GMT","

 Sign up  here.

Reporting by Jack Kim
Editing by Ed Davies

Our Standards: The Thomson Reuters Trust Principles., opens new tab

At least 27 Palestinians were killed and dozens wounded by Israeli fire near a food distribution site in southern Gaza on Tuesday, health officials said, in a third day running of chaos and bloodshed to blight the aid operation.

Reuters, the news and media division of Thomson Reuters, is the world's largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers.

Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile.

 Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts.

Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks.

All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.

© 2025 Reuters. All rights reserved","{'href': 'https://www.reuters.com', 'title': 'Reuters'}","world"
"https://news.google.com/rss/search?q=world+news+site:rt.com","Pentagon to change stance on Greenland","https://www.rt.com/news/618590-pentagon-reassign-command-greenland/","Tue, 03 Jun 2025 12:25:00 GMT","

The Pentagon is preparing to make a “symbolic and operational split” between Greenland and Denmark by reassigning the Arctic island's command jurisdiction, Politico has reported.

Greenland would thus be moved from the European Command (EUCOM) to the Northern Command (NORTHCOM), whereas Denmark would remain in the former, according to the outlet. 

The change, which is part of a broader review of the Unified Command Plan, would elevate Greenland's priority in defense planning at the Pentagon and White House. “From the perspective of geography, the move makes some sense,” one official told Politico. “From a political perspective, however, this clearly is going to worry Europe.” 

Greenland, an autonomous territory within Denmark, is geographically closer to North America than to Europe – just 26 kilometers from Canada, but over 2,000 from Denmark.

The US already maintains a major military outpost at Pituffik Space Base in northwestern Greenland, which was established in 1951 under a Cold War-era agreement. The base supports missile tracking and space surveillance, and now serves as a key node in Washington's expanding missile defense ambitions. 

Framing Greenland as a strategic asset, US officials have justified the shift as necessary to counter rival powers. “We need to ensure that America is leading in the Arctic,” Vice President J.D. Vance previously said, citing Russian and Chinese activity. 

According to Politico, the reassignment would also support expansion of the Golden Dome — a global missile shield announced by President Donald Trump last month and estimated to cost hundreds of billions of dollars. The system would aim to intercept threats from anywhere on Earth or space. 

Russian Foreign Ministry spokeswoman Maria Zakharova has called the initiative a “reckless approach” that undermines global stability.

In March, Russian President Vladimir Putin said the Arctic holds vast potential for trade and resource extraction. While stressing that “Russia has never threatened anyone in the Arctic,” he warned that geopolitical rivalry in the region is escalating, citing Washington's “serious plans regarding Greenland.”

RT News App

© Autonomous Nonprofit Organization “TV-Novosti”, 2005–2025. All rights reserved.

This website uses cookies. Read RT Privacy policy to find out more.","{'href': 'https://www.rt.com', 'title': 'rt.com'}","world"
"https://news.google.com/rss/search?q=world+news+site:rt.com","Trump ‘at the end of his rope' on Ukraine","https://www.rt.com/news/618593-trump-patience-ukraine-talks/","Tue, 03 Jun 2025 13:08:00 GMT","

US President Donald Trump appears to be “at the end of his rope” over the conflict in Ukraine, Washington's top diplomat in Türkiye has told local media.

Tom Barrack, US ambassador to Türkiye and special envoy for Syria, made the remarks during an interview with Turkish broadcaster NTV on Monday, in the wake of a second round of talks between Russian and Ukrainian delegations which lasted approximately 90 minutes.

He was asked about Kiev's calls for a high-level summit that would include Trump, Russian President Vladimir Putin and Ukraine's Vladimir Zelensky.

Barrack indicated that any such meeting would need to be “meaningful” and yield substantive outcomes, while acknowledging he could not speak for the US president directly. He added that Trump, who has openly expressed frustration with both Zelensky and Putin, is not known for his patience.

Barrack said Türkiye could play a key role in facilitating a breakthrough, given its status as a mediator.

Trump repeatedly used campaign rallies to claim he could resolve the conflict between Ukraine and Russia within 24 hours – a claim he later acknowledged was hyperbolic. His efforts to mediate, have faced resistance from European NATO members, who back continued military plans for Ukraine.

Last month, following pressure from Trump, Kiev dropped its opposition to direct talks with Russia, which said such a move was the logical next step.

Zelensky traveled to Türkiye on the date proposed by Moscow for the initial round, claiming he expected Putin to attend.

Russia has maintained that a summit involving top leaders should be the culmination of the negotiation process, not a substitute for it. Kremlin spokesperson Dmitry Peskov reiterated the stance on Tuesday, saying a trilateral meeting with Zelensky and Trump appeared “unlikely anytime soon.”

At Monday's talks in Istanbul, Kiev reiterated its desire for a trilateral summit. Moscow, in turn, presented two potential paths toward a ceasefire and offered to return the bodies of 6,000 deceased Ukrainian soldiers as a goodwill gesture, which Kiev agreed to reciprocate.

RT News App

© Autonomous Nonprofit Organization “TV-Novosti”, 2005–2025. All rights reserved.

This website uses cookies. Read RT Privacy policy to find out more.","{'href': 'https://www.rt.com', 'title': 'rt.com'}","world"
"https://news.google.com/rss/search?q=world+news+site:rt.com","China is building a power triangle to change the world","https://www.rt.com/news/618501-china-asean-gcc-summit/","Tue, 03 Jun 2025 13:29:00 GMT","

By Ladislav Zemánek, non-resident research fellow at China-CEE Institute and expert of the Valdai Discussion Club

The final week of May marked a significant political development with the potential to reshape Asia's geopolitical landscape. Kuala Lumpur, the capital of Malaysia, hosted the inaugural summit involving China, the Association of Southeast Asian Nations (ASEAN), and the Gulf Cooperation Council (GCC). While signs of deepening engagement among these three actors had surfaced in preceding years, the establishment of a formal trilateral cooperation mechanism is a recent development.

This event did not occur in a geopolitical vacuum. The region is increasingly exposed to intensifying rivalry among China, the US, and other global powers. In April, Chinese President Xi Jinping embarked on a Southeast Asian tour – visiting Cambodia, Malaysia, and Vietnam – to consolidate Beijing's influence. Almost simultaneously, an envoy dispatched by US President Donald Trump toured Cambodia and Vietnam and met with representatives from all ASEAN member states in an effort to repair relations damaged by Trump's tariffs and to reaffirm the commitment to a ‘Free and Open Indo-Pacific'.

Meanwhile, the US president visited three Gulf states, making new deals and publicly denouncing the longstanding American policy of mentorship and interference in regional affairs. By the end of May, French President Emmanuel Macron also entered the scene, visiting Indonesia, Singapore, and Vietnam to remind Southeast Asian counterparts that the EU still exists and remains a potential alternative to both Beijing and Washington.

It is no coincidence that the China-ASEAN-GCC summit was convened in Malaysia. As the current chair of ASEAN, Malaysia plays a pivotal role, and its prime minister, Anwar Ibrahim, is a vocal proponent of regional integration and innovative partnerships. Ahead of the trilateral summit, ASEAN members gathered in Kuala Lumpur to chart their future course. On this occasion, the ten member states adopted ASEAN's first 20-year vision – ASEAN 2045 – articulating the ambition to position Southeast Asia as a global growth engine aligned with other dynamic actors.

Among them, China and the GCC member states – Bahrain, Kuwait, Oman, Qatar, Saudi Arabia, and the United Arab Emirates – stand out prominently. Together, they represent a quarter of the world's population and contribute nearly the same proportion to global GDP. Their economic linkages are already well-established: China is the top trading partner for both ASEAN and the GCC. ASEAN has surpassed the EU as China's foremost economic partner, and Beijing imports over one-third of its crude oil from GCC states.

The summit in Kuala Lumpur brought together the world's second- and fifth-largest economies – China and ASEAN – along with key suppliers of energy and raw materials. The leaders did not conceal their optimism. Prime Minister Anwar Ibrahim advanced a vision of intercultural dialogue between Confucian and Islamic civilizations, aligning with China's Global Civilization Initiative. Chinese Premier Li Qiang envisaged a ‘big triangle' as a pillar of global security and prosperity, invoking the ‘shared Asian values' of openness, cooperation, and integration in contrast to perceived Western norms.

Notably, Beijing's official discourse increasingly emphasizes these ‘Asian values'. This narrative underpins a renewed focus on neighboring states. In April, Xi convened a rare high-level conference on relations with the ‘near abroad', characterizing it as essential to China's development, security, and diplomatic priorities. Among other regional actors, this recalibration may evoke concerns about a resurgence of a modern-day ‘Pax Sinica'. However, Beijing refutes these interpretations, instead invoking alternative historical models such as the Silk Road, which emphasized connectivity, integration, and equality.

The China-ASEAN-GCC summit was no exception: Beijing proposed extending the existing China-ASEAN Free Trade Area to include the GCC, a suggestion welcomed by Southeast Asian leaders. This could accelerate China's bid for trade liberalization and amplify the benefits of the Regional Comprehensive Economic Partnership – the world's largest free trade zone, which includes all ASEAN nations.

The summit's agenda focused heavily on economic issues, reflecting ASEAN's strategic orientation and the interests of Gulf states. Over the past decade, China has launched numerous projects with ASEAN members under the Belt and Road Initiative. Cooperation with the GCC is also expanding beyond traditional sectors such as raw materials to cutting-edge areas including artificial intelligence, the digital economy, and 5G technology. This economic emphasis is strategic, enabling stakeholders to bypass contentious political and security matters.

And these contentious issues abound. While China maintains robust ties with both ASEAN and GCC members, bilateral frictions persist. Within ASEAN, territorial disputes and sovereignty concerns – particularly in the South China Sea – complicate trust-building. China's disputes with Brunei, Malaysia, the Philippines, and Vietnam are longstanding and strain regional relations. Perceptions of Chinese assertiveness also fuel anxieties over economic overdependence, potential ‘debt traps', and Beijing's political leverage. These factors have prompted leaders such as Philippines President Ferdinand Marcos Jr. to move closer to the US in recent years.

The broader China-US rivalry remains a defining dynamic. Both ASEAN and GCC nations have historically strong ties to the US. The US remains ASEAN's largest export market and top foreign investor. GCC countries, long aligned with Washington, now face the challenge of navigating a careful balance between American and Chinese interests, particularly on sensitive technologies and security cooperation. Washington opposes the adoption of Chinese 5G and AI technologies by Saudi Arabia, and similar concerns have led to the suspension of military agreements between the US and UAE. Additionally, discussions about conducting oil trade in the yuan challenge the petrodollar system and attract Western scrutiny.

These geopolitical complexities could undermine trilateral collaboration, exposing fault lines and structural vulnerabilities. While sectors such as trade, energy, infrastructure, and advanced technology offer natural areas of convergence, geopolitical competition and cultural divergence present serious obstacles. Moreover, there is a pronounced asymmetry among the actors: Smaller ASEAN economies may lack the institutional and financial capacity to engage fully in this trilateral format.

Nonetheless, the China-ASEAN-GCC platform represents a novel configuration within an emerging multipolar world order. It reflects the accelerating momentum of South-South cooperation, which integrates multipolarity with multilateralism and economic globalization.

Trump's tariff storm served as a wake-up call for many US partners across ASEAN and the Gulf, underscoring the imperative of diversifying partnerships and embracing pragmatic alternatives. Closer ties with Beijing do not necessarily indicate a wholesale shift from one hegemon to another. Rather, ASEAN and the GCC are striving to engage both China and the US where feasible. Yet, recent developments suggest that Washington's strategy of pressuring states to reduce ties with China in exchange for benefits is losing traction.

The key questions now are whether ASEAN can effectively balance great power rivalries to become an autonomous pole in a multipolar world; whether regional actors can sustain this delicate equilibrium and avoid the formation of military blocs in Asia-Pacific and beyond; and whether the trilateral framework itself can endure amid mounting geopolitical tensions. These remain open-ended questions – and the answers will emerge only with time.

RT News App

© Autonomous Nonprofit Organization “TV-Novosti”, 2005–2025. All rights reserved.

This website uses cookies. Read RT Privacy policy to find out more.","{'href': 'https://www.rt.com', 'title': 'rt.com'}","world"
"https://news.google.com/rss/search?q=world+news+site:tass.com","US won't let Iran enrich uranium under potential agreement, Trump says","https://tass.com/world/1967513","Tue, 03 Jun 2025 01:22:29 GMT","

WASHINGTON, June 3. /TASS/. The Washington administration will not allow Tehran to enrich uranium under a potential deal on Iran's nuclear program, US President Donald Trump said.

""The Autopen (former US President Joe Biden - TASS) should have stopped Iran a long time ago from 'enriching.' Under our potential agreement - we will not allow any enrichment of uranium!"" he wrote on the Truth Social platform.

Earlier, the Axios news website reported that the nuclear deal proposal the United States had given Iran on May 30 would allow limited low-level uranium enrichment on Iranian soil for a to-be-determined period of time, contradicting public statements from top officials.","{'href': 'https://tass.com', 'title': 'tass.com'}","world"
"https://news.google.com/rss/search?q=world+news+site:tass.com","EU's irrational policy may lead to armed conflict with Russia — European Parliament member","https://tass.com/world/1967523","Tue, 03 Jun 2025 02:58:23 GMT","

LUXEMBOURG, June 3. /TASS/. An armed conflict between EU countries and Russia cannot be ruled out due to Brussels' irrational policy, Fernand Kartheiser, a European Parliament member who represents Luxembourg, said in an interview with TASS following a visit to Moscow.

""Given, among other things, Europe's irrational policy and the aggressive atmosphere in which it is being pursued, the risk of an armed confrontation with Russia cannot be ruled out, unfortunately,"" he pointed out. According to Kartheiser, the situation ""is growing increasingly dangerous"" because of ""large-scale propaganda and the suppression of freedom of speech"" in Europe.

The politician highlighted the need ""to at least try to prevent an arms race and do everything possible to counter the arguments of warmongers.""

Kartheiser emphasized that the main goal of his visit was to demonstrate that Russia' ""is a partner, not an enemy.""

Kartheiser, who heads Luxembourg's right-wing Alternative Democratic Reform Party, was elected to the European Parliament in 2024. He has consistently called for normalizing relations between the European Union and Russia.

Kartheiser visited Moscow on May 25-28 at the invitation of the Russian State Duma (lower house of parliament). He held meetings with Leonid Slutsky, head of the State Duma Committee on International Affairs, Grigory Karasin, chairman of the Federation Committee (upper house of parliament) on Foreign Affairs and Deputy Foreign Minister Alexander Grushko.","{'href': 'https://tass.com', 'title': 'tass.com'}","world"
